,EDAD,AVG_DH,MINUTES_DH,EXPERIENCIA,GENERO,TRACK_DH,RESIDENCIA,NV_ESTUDIO,ESTUDIO_PREV,DIAS_EMP
6318,36.0,,4049.9,17.6,,DATA,ARGENTINA,TERTIARY,ENGINEERING,88.0
5345,,3.4,4488.5,14.1,MASCULINO,PROGRAMACION,,,ENGINEERING,82.0
4367,,3.5,4638.1,18.8,FEMENINO,DATA,,UNIVERSITARY,ENGINEERING,97.0
4070,29.0,3.6,4529.3,7.7,MASCULINO,,BRAZIL,UNIVERSITARY,DEVELOPMENT,87.0
8687,28.0,4.0,4775.7,8.5,FEMENINO,PROGRAMACION,,,ENGINEERING,92.0
2513,32.0,3.4,4532.3,12.7,MASCULINO,PROGRAMACION,,UNIVERSITARY,COMMERCIAL,85.0
6721,29.0,,4348.5,8.1,MASCULINO,DATA,ARGENTINA,POST_GRADUATE,ENGINEERING,85.0
2164,47.0,,,31.0,FEMENINO,DATA,ARGENTINA,UNIVERSITARY,DEVELOPMENT,105.0
8603,35.0,3.6,4609.8,18.2,,DATA,ARGENTINA,POST_GRADUATE,DEVELOPMENT,89.0
831,36.0,4.1,4833.9,20.3,FEMENINO,DATA,ARGENTINA,TERTIARY,COMMERCIAL,101.0
7288,29.0,4.1,4906.8,9.7,FEMENINO,EJECUTIVO,,UNIVERSITARY,DEVELOPMENT,95.0
5539,37.0,2.9,3510.1,21.4,MASCULINO,PROGRAMACION,MEXICO,UNIVERSITARY,COMMERCIAL,89.0
142,,3.5,4662.9,9.8,FEMENINO,PROGRAMACION,,POST_GRADUATE,ENGINEERING,93.0
1483,27.0,,4708.8,5.4,FEMENINO,PROGRAMACION,,,COMMERCIAL,97.0
3446,32.0,3.7,4638.4,13.6,MASCULINO,EJECUTIVO,,POST_GRADUATE,ENGINEERING,82.0
6382,33.0,3.4,4452.5,,MASCULINO,PROGRAMACION,BRAZIL,UNIVERSITARY,ENGINEERING,86.0
2527,38.0,,4566.8,22.1,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,DEVELOPMENT,91.0
5844,25.0,3.6,4595.2,3.2,FEMENINO,DATA,BRAZIL,UNIVERSITARY,ENGINEERING,93.0
2118,30.0,3.8,4710.6,10.3,,MARKETING,ARGENTINA,TERTIARY,ENGINEERING,86.0
6699,,3.7,4640.2,24.2,MASCULINO,DATA,,,ENGINEERING,91.0
6269,32.0,,,12.9,MASCULINO,EJECUTIVO,ARGENTINA,UNIVERSITARY,DEVELOPMENT,85.0
2748,30.0,3.6,4721.6,11.8,FEMENINO,EJECUTIVO,MEXICO,UNIVERSITARY,COMMERCIAL,94.0
6258,42.0,3.4,4553.9,27.6,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,ENGINEERING,92.0
2162,28.0,3.6,4583.3,,FEMENINO,PROGRAMACION,ARGENTINA,POST_GRADUATE,ENGINEERING,95.0
304,37.0,3.8,,19.5,MASCULINO,,ARGENTINA,TERTIARY,ENGINEERING,91.0
7320,,3.8,4627.0,19.7,MASCULINO,EJECUTIVO,BRAZIL,UNIVERSITARY,COMMERCIAL,87.0
7740,37.0,,4675.3,,MASCULINO,,,UNIVERSITARY,DEVELOPMENT,90.0
4801,26.0,3.7,4628.0,5.2,,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,93.0
4596,35.0,,4323.2,17.8,MASCULINO,DATA,,UNIVERSITARY,,86.0
79,40.0,3.4,4473.6,25.0,FEMENINO,MARKETING,ARGENTINA,POST_GRADUATE,DEVELOPMENT,100.0
8825,33.0,,3540.6,15.2,MASCULINO,EJECUTIVO,ARGENTINA,UNIVERSITARY,COMMERCIAL,85.0
6559,27.0,3.6,4551.1,5.9,FEMENINO,,ARGENTINA,TERTIARY,DEVELOPMENT,97.0
180,34.0,3.8,4656.0,16.0,MASCULINO,EJECUTIVO,ARGENTINA,,DEVELOPMENT,90.0
6121,24.0,3.5,,3.2,FEMENINO,PROGRAMACION,MEXICO,UNIVERSITARY,ENGINEERING,91.0
6131,35.0,3.0,3827.6,19.0,MASCULINO,DATA,,UNIVERSITARY,BUSINESS,91.0
2566,30.0,3.2,,9.1,MASCULINO,EJECUTIVO,ARGENTINA,POST_GRADUATE,COMMERCIAL,88.0
139,,3.8,4646.8,22.4,,DATA,ARGENTINA,UNIVERSITARY,DEVELOPMENT,87.0
7239,33.0,3.6,,15.3,MASCULINO,,MEXICO,TERTIARY,COMMERCIAL,89.0
4538,33.0,4.4,5311.9,16.5,,,ARGENTINA,UNIVERSITARY,,86.0
6884,34.0,2.9,3493.4,17.5,MASCULINO,PROGRAMACION,BRAZIL,,ENGINEERING,86.0
3590,,3.6,4712.7,16.7,MASCULINO,,ARGENTINA,UNIVERSITARY,ENGINEERING,86.0
4347,,3.7,4746.5,27.1,MASCULINO,,MEXICO,UNIVERSITARY,MARKETING,93.0
6277,38.0,,4233.6,23.0,MASCULINO,MARKETING,ARGENTINA,POST_GRADUATE,ENGINEERING,86.0
1036,39.0,4.1,4839.3,23.9,MASCULINO,,BRAZIL,UNIVERSITARY,,87.0
7881,,3.8,4707.0,17.4,MASCULINO,,ARGENTINA,UNIVERSITARY,COMMERCIAL,86.0
6581,45.0,3.2,4342.9,30.2,MASCULINO,PROGRAMACION,MEXICO,POST_GRADUATE,ENGINEERING,91.0
7676,34.0,3.3,4464.1,16.5,FEMENINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,COMMERCIAL,95.0
2081,34.0,4.0,,16.5,MASCULINO,PROGRAMACION,MEXICO,TERTIARY,ENGINEERING,90.0
5069,23.0,3.2,,0.3,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,84.0
5210,,3.2,4210.6,,MASCULINO,DATA,,POST_GRADUATE,COMMERCIAL,90.0
4302,28.0,3.6,4658.1,,FEMENINO,PROGRAMACION,ARGENTINA,,,95.0
173,32.0,3.9,4700.7,12.6,MASCULINO,PROGRAMACION,ARGENTINA,,BUSINESS,88.0
7149,,,,17.8,MASCULINO,DATA,MEXICO,TERTIARY,ENGINEERING,88.0
2176,31.0,,4590.3,13.0,FEMENINO,,ARGENTINA,UNIVERSITARY,COMMERCIAL,94.0
7707,37.0,3.0,3850.5,,FEMENINO,PROGRAMACION,BRAZIL,UNIVERSITARY,,100.0
1814,36.0,3.6,4556.8,19.3,,PROGRAMACION,ARGENTINA,UNIVERSITARY,,85.0
3011,26.0,3.5,4653.9,4.4,MASCULINO,PROGRAMACION,,POST_GRADUATE,,84.0
6724,25.0,2.9,3552.3,3.1,,DATA,BRAZIL,UNIVERSITARY,ENGINEERING,83.0
2846,,4.3,5121.3,15.8,FEMENINO,MARKETING,ARGENTINA,TERTIARY,ENGINEERING,98.0
2269,35.0,3.2,,,MASCULINO,,,UNIVERSITARY,COMMERCIAL,87.0
8301,,3.6,4702.5,,FEMENINO,,ARGENTINA,UNIVERSITARY,,98.0
6133,32.0,3.8,4603.1,,FEMENINO,DATA,BRAZIL,,ENGINEERING,92.0
8800,31.0,3.6,4700.1,10.9,FEMENINO,PROGRAMACION,,POST_GRADUATE,ENGINEERING,93.0
2787,29.0,,4532.3,9.6,FEMENINO,DATA,,,ENGINEERING,97.0
4141,45.0,3.7,4608.0,29.7,,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,101.0
1527,35.0,3.8,4752.1,16.6,,,,,ENGINEERING,86.0
210,24.0,3.7,4600.2,3.9,FEMENINO,,,,DEVELOPMENT,93.0
7871,37.0,3.7,4625.8,20.9,FEMENINO,PROGRAMACION,,UNIVERSITARY,ENGINEERING,100.0
8163,39.0,3.8,4684.9,23.1,MASCULINO,DATA,,UNIVERSITARY,ENGINEERING,90.0
5410,33.0,4.0,4657.1,14.7,FEMENINO,PROGRAMACION,,,ENGINEERING,94.0
8567,24.0,,4611.4,3.3,,,ARGENTINA,POST_GRADUATE,COMMERCIAL,83.0
5023,33.0,2.6,2404.5,14.3,FEMENINO,,ARGENTINA,UNIVERSITARY,ENGINEERING,98.0
5935,,3.3,4531.6,,MASCULINO,EJECUTIVO,ARGENTINA,UNIVERSITARY,,88.0
8453,38.0,3.1,4120.8,22.9,MASCULINO,DATA,ARGENTINA,TERTIARY,COMMERCIAL,91.0
4908,,4.9,7466.5,15.8,MASCULINO,PROGRAMACION,ARGENTINA,,ENGINEERING,86.0
767,36.0,3.8,4679.5,20.2,MASCULINO,PROGRAMACION,BRAZIL,UNIVERSITARY,ENGINEERING,88.0
4691,38.0,3.0,,,MASCULINO,,,UNIVERSITARY,ENGINEERING,89.0
7888,38.0,3.1,4140.3,21.9,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,,93.0
334,39.0,3.3,4530.0,23.6,FEMENINO,DATA,,POST_GRADUATE,ENGINEERING,101.0
902,36.0,3.8,4580.4,19.1,MASCULINO,MARKETING,,UNIVERSITARY,MARKETING,93.0
7561,,4.5,5559.0,15.5,MASCULINO,DATA,,,,86.0
8049,32.0,3.4,4607.4,,MASCULINO,PROGRAMACION,MEXICO,POST_GRADUATE,COMMERCIAL,84.0
4877,38.0,,4671.5,22.2,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,89.0
4501,27.0,,4126.4,6.6,MASCULINO,PROGRAMACION,BRAZIL,UNIVERSITARY,COMMERCIAL,83.0
1474,32.0,3.4,4595.2,12.9,MASCULINO,PROGRAMACION,ARGENTINA,,BUSINESS,88.0
8589,34.0,3.7,4568.8,16.4,MASCULINO,MARKETING,ARGENTINA,TERTIARY,DEVELOPMENT,90.0
325,37.0,4.3,5048.8,21.1,MASCULINO,PROGRAMACION,ARGENTINA,POST_GRADUATE,ENGINEERING,88.0
6014,31.0,3.4,4454.9,10.8,MASCULINO,PROGRAMACION,ARGENTINA,TERTIARY,COMMERCIAL,88.0
8042,31.0,3.2,4329.5,10.3,MASCULINO,DATA,ARGENTINA,TERTIARY,COMMERCIAL,87.0
2479,42.0,3.6,4595.6,27.0,MASCULINO,PROGRAMACION,BRAZIL,UNIVERSITARY,COMMERCIAL,92.0
7297,32.0,,3585.6,14.8,FEMENINO,,ARGENTINA,,,96.0
8737,40.0,3.2,4268.4,24.9,MASCULINO,EJECUTIVO,ARGENTINA,UNIVERSITARY,ENGINEERING,89.0
5727,,3.7,4551.8,18.9,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,DEVELOPMENT,90.0
8189,,4.5,5644.7,8.8,FEMENINO,PROGRAMACION,MEXICO,,DEVELOPMENT,93.0
4926,,3.2,4261.0,11.1,FEMENINO,DATA,BRAZIL,UNIVERSITARY,DEVELOPMENT,97.0
803,38.0,3.7,,22.7,,PROGRAMACION,ARGENTINA,UNIVERSITARY,,88.0
1552,27.0,,3943.8,5.4,FEMENINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,DEVELOPMENT,97.0
3823,36.0,3.8,4646.7,19.4,FEMENINO,DATA,BRAZIL,UNIVERSITARY,DEVELOPMENT,96.0
8555,,3.4,4582.6,15.4,MASCULINO,DATA,ARGENTINA,,DEVELOPMENT,86.0
1286,34.0,2.7,2942.9,15.8,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,87.0
6959,,4.0,4658.8,19.4,FEMENINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,,96.0
466,46.0,,4769.6,28.8,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,ENGINEERING,93.0
1654,,3.4,4457.4,2.3,MASCULINO,PROGRAMACION,MEXICO,UNIVERSITARY,ENGINEERING,85.0
6276,32.0,3.6,4599.2,,MASCULINO,DATA,,UNIVERSITARY,,84.0
5802,37.0,3.3,4464.4,22.2,MASCULINO,,BRAZIL,UNIVERSITARY,,86.0
1954,27.0,2.9,3481.0,,MASCULINO,DATA,,TERTIARY,,85.0
6563,,3.8,4737.8,,FEMENINO,DATA,ARGENTINA,,,95.0
4189,30.0,3.5,4517.8,9.9,MASCULINO,EJECUTIVO,,UNIVERSITARY,COMMERCIAL,85.0
7742,27.0,3.3,4434.7,6.1,MASCULINO,,,UNIVERSITARY,BUSINESS,87.0
4061,31.0,,4386.5,,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,DEVELOPMENT,86.0
4293,36.0,,5058.3,18.9,,MARKETING,ARGENTINA,POST_GRADUATE,ENGINEERING,96.0
2932,26.0,4.0,4826.2,2.8,,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,85.0
329,34.0,,4551.2,16.3,MASCULINO,PROGRAMACION,MEXICO,,DEVELOPMENT,85.0
8951,28.0,3.4,4604.6,6.2,MASCULINO,PROGRAMACION,,,ENGINEERING,84.0
8715,28.0,4.3,5027.5,,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,,83.0
5665,,3.3,4411.7,4.7,,PROGRAMACION,MEXICO,UNIVERSITARY,ENGINEERING,82.0
532,24.0,3.5,4512.2,0.9,FEMENINO,EJECUTIVO,ARGENTINA,POST_GRADUATE,DEVELOPMENT,96.0
195,35.0,2.6,,19.2,MASCULINO,DATA,BRAZIL,TERTIARY,COMMERCIAL,91.0
5490,34.0,3.8,4651.3,17.2,MASCULINO,,ARGENTINA,UNIVERSITARY,ENGINEERING,85.0
997,29.0,3.8,4581.9,8.0,MASCULINO,EJECUTIVO,ARGENTINA,UNIVERSITARY,COMMERCIAL,86.0
6568,40.0,3.5,4671.0,,FEMENINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,ENGINEERING,101.0
5884,39.0,3.1,4162.4,24.0,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,90.0
8866,31.0,3.4,4645.5,12.2,FEMENINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,DEVELOPMENT,96.0
8497,,3.5,4593.4,22.9,MASCULINO,DATA,ARGENTINA,TERTIARY,COMMERCIAL,91.0
2211,33.0,3.3,4404.9,15.3,FEMENINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,95.0
1138,36.0,3.0,3899.6,,MASCULINO,PROGRAMACION,ARGENTINA,POST_GRADUATE,,91.0
2034,43.0,3.9,4625.1,28.2,,PROGRAMACION,ARGENTINA,,ENGINEERING,103.0
8223,32.0,3.6,,12.9,FEMENINO,DATA,MEXICO,UNIVERSITARY,COMMERCIAL,96.0
1444,36.0,4.0,4709.8,19.3,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,DEVELOPMENT,90.0
8839,,3.6,4653.6,12.1,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,COMMERCIAL,86.0
5350,36.0,3.4,4541.3,,FEMENINO,PROGRAMACION,,UNIVERSITARY,COMMERCIAL,96.0
1335,,3.8,,29.2,FEMENINO,PROGRAMACION,,TERTIARY,COMMERCIAL,105.0
2741,38.0,,4461.9,23.8,FEMENINO,DATA,ARGENTINA,UNIVERSITARY,COMMERCIAL,99.0
8442,36.0,4.1,4804.8,18.0,MASCULINO,,BRAZIL,POST_GRADUATE,,88.0
6845,38.0,3.7,4678.8,22.9,FEMENINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,99.0
6296,37.0,,,20.0,MASCULINO,MARKETING,MEXICO,POST_GRADUATE,COMMERCIAL,89.0
486,29.0,3.1,4057.6,8.3,MASCULINO,PROGRAMACION,MEXICO,UNIVERSITARY,ENGINEERING,82.0
3148,30.0,3.8,4623.3,9.8,MASCULINO,,ARGENTINA,UNIVERSITARY,ENGINEERING,83.0
3699,43.0,3.3,4389.9,28.7,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,DEVELOPMENT,92.0
7253,45.0,3.3,4498.8,,MASCULINO,MARKETING,,UNIVERSITARY,DEVELOPMENT,92.0
5887,38.0,3.0,,21.6,MASCULINO,PROGRAMACION,BRAZIL,POST_GRADUATE,COMMERCIAL,91.0
38,29.0,2.4,1698.0,9.7,,EJECUTIVO,,POST_GRADUATE,,89.0
5890,36.0,3.8,4604.3,20.6,MASCULINO,DATA,,POST_GRADUATE,ENGINEERING,85.0
295,43.0,3.6,4586.6,27.9,MASCULINO,DATA,MEXICO,,ENGINEERING,90.0
896,,3.4,4539.0,16.8,FEMENINO,,ARGENTINA,TERTIARY,ENGINEERING,98.0
880,34.0,3.5,4517.1,15.9,FEMENINO,PROGRAMACION,BRAZIL,UNIVERSITARY,COMMERCIAL,98.0
8337,26.0,3.2,4282.7,,MASCULINO,PROGRAMACION,,,ENGINEERING,84.0
7838,33.0,2.7,2875.6,15.2,MASCULINO,,ARGENTINA,UNIVERSITARY,DEVELOPMENT,87.0
7309,33.0,3.8,4681.9,16.1,MASCULINO,,,UNIVERSITARY,COMMERCIAL,84.0
3164,33.0,4.1,4851.2,15.7,MASCULINO,PROGRAMACION,BRAZIL,UNIVERSITARY,COMMERCIAL,85.0
5140,,3.9,4625.1,15.6,FEMENINO,DATA,ARGENTINA,UNIVERSITARY,COMMERCIAL,99.0
220,32.0,3.8,4695.4,,MASCULINO,PROGRAMACION,,,ENGINEERING,85.0
2640,,,4701.6,13.9,FEMENINO,DATA,,UNIVERSITARY,DEVELOPMENT,98.0
1963,34.0,4.4,5395.7,,FEMENINO,PROGRAMACION,ARGENTINA,TERTIARY,BUSINESS,105.0
1194,36.0,3.4,4503.5,19.1,MASCULINO,,BRAZIL,UNIVERSITARY,ENGINEERING,89.0
1576,34.0,3.6,,,MASCULINO,MARKETING,MEXICO,UNIVERSITARY,,88.0
6497,35.0,,4617.5,17.1,MASCULINO,PROGRAMACION,MEXICO,UNIVERSITARY,COMMERCIAL,88.0
1746,26.0,,4558.1,5.4,FEMENINO,,ARGENTINA,UNIVERSITARY,ENGINEERING,93.0
1240,40.0,4.0,4699.8,24.9,MASCULINO,PROGRAMACION,,POST_GRADUATE,COMMERCIAL,91.0
4920,43.0,3.6,4561.3,27.5,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,91.0
3312,31.0,,4658.7,11.2,MASCULINO,PROGRAMACION,BRAZIL,TERTIARY,COMMERCIAL,87.0
5827,33.0,3.4,4461.4,15.1,MASCULINO,PROGRAMACION,BRAZIL,UNIVERSITARY,ENGINEERING,88.0
4312,27.0,3.6,4650.4,5.7,,EJECUTIVO,,TERTIARY,ENGINEERING,90.0
7557,24.0,3.3,,3.3,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,COMMERCIAL,83.0
4339,27.0,3.8,4709.0,6.0,,DATA,ARGENTINA,,ENGINEERING,86.0
816,,3.5,,24.5,MASCULINO,DATA,ARGENTINA,,ENGINEERING,91.0
3410,42.0,3.1,4033.8,28.1,MASCULINO,DATA,BRAZIL,UNIVERSITARY,ENGINEERING,91.0
8875,31.0,3.2,,12.0,MASCULINO,EJECUTIVO,ARGENTINA,UNIVERSITARY,MARKETING,90.0
958,34.0,3.7,4754.5,,FEMENINO,,ARGENTINA,TERTIARY,COMMERCIAL,100.0
6771,33.0,2.9,3619.1,16.3,MASCULINO,PROGRAMACION,BRAZIL,TERTIARY,ENGINEERING,86.0
887,36.0,,4615.2,,MASCULINO,,MEXICO,TERTIARY,,90.0
552,27.0,2.7,,5.8,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,COMMERCIAL,88.0
6464,32.0,3.3,4506.4,13.2,MASCULINO,PROGRAMACION,MEXICO,UNIVERSITARY,,81.0
7469,36.0,3.6,4591.5,19.0,FEMENINO,MARKETING,ARGENTINA,POST_GRADUATE,ENGINEERING,100.0
26,33.0,3.8,,14.6,FEMENINO,PROGRAMACION,,TERTIARY,COMMERCIAL,101.0
4220,30.0,3.0,3809.2,11.5,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,,84.0
2874,,3.2,4296.2,27.3,MASCULINO,PROGRAMACION,MEXICO,UNIVERSITARY,COMMERCIAL,92.0
5700,32.0,4.2,4840.6,11.9,MASCULINO,PROGRAMACION,,TERTIARY,COMMERCIAL,89.0
3238,41.0,3.5,4529.3,26.4,FEMENINO,PROGRAMACION,,POST_GRADUATE,ENGINEERING,101.0
199,32.0,3.3,4533.4,11.9,MASCULINO,DATA,BRAZIL,UNIVERSITARY,ENGINEERING,87.0
1344,,3.2,4369.9,27.2,,,BRAZIL,UNIVERSITARY,DEVELOPMENT,92.0
1438,34.0,2.7,2932.1,16.7,FEMENINO,DATA,MEXICO,POST_GRADUATE,ENGINEERING,98.0
3980,33.0,3.4,4532.9,13.4,FEMENINO,EJECUTIVO,,UNIVERSITARY,ENGINEERING,95.0
4213,35.0,3.6,4683.8,17.8,,DATA,,UNIVERSITARY,DEVELOPMENT,86.0
8213,35.0,3.7,4694.6,,FEMENINO,,MEXICO,UNIVERSITARY,COMMERCIAL,97.0
564,43.0,,4597.1,28.2,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,91.0
949,41.0,4.1,,27.4,,DATA,,TERTIARY,DEVELOPMENT,93.0
6300,,3.5,4558.9,26.4,,DATA,BRAZIL,,COMMERCIAL,101.0
785,29.0,3.7,4723.5,8.2,MASCULINO,,BRAZIL,UNIVERSITARY,,86.0
2397,40.0,4.0,4649.1,25.0,MASCULINO,DATA,,UNIVERSITARY,COMMERCIAL,90.0
7876,34.0,4.8,6979.2,15.6,MASCULINO,PROGRAMACION,ARGENTINA,,DEVELOPMENT,88.0
8257,30.0,2.7,,10.4,MASCULINO,DATA,BRAZIL,POST_GRADUATE,BUSINESS,87.0
1753,31.0,3.6,4729.4,12.6,FEMENINO,DATA,ARGENTINA,TERTIARY,ENGINEERING,96.0
3417,30.0,3.6,4597.7,9.7,MASCULINO,DATA,MEXICO,,ENGINEERING,85.0
3503,34.0,,4101.5,16.7,FEMENINO,DATA,ARGENTINA,UNIVERSITARY,DEVELOPMENT,98.0
3763,26.0,3.2,4301.2,4.1,FEMENINO,DATA,MEXICO,UNIVERSITARY,DEVELOPMENT,97.0
3442,33.0,3.5,4548.5,14.4,MASCULINO,DATA,,TERTIARY,MARKETING,94.0
3369,29.0,3.4,4502.4,8.8,MASCULINO,DATA,MEXICO,UNIVERSITARY,ENGINEERING,85.0
4461,36.0,4.2,4945.7,,MASCULINO,EJECUTIVO,ARGENTINA,UNIVERSITARY,ENGINEERING,86.0
2415,,3.7,4643.8,13.3,MASCULINO,PROGRAMACION,,UNIVERSITARY,,86.0
621,,3.3,,24.6,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,89.0
6036,,3.7,,26.4,MASCULINO,DATA,BRAZIL,UNIVERSITARY,COMMERCIAL,93.0
4130,34.0,3.1,4152.5,16.6,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,,85.0
2954,37.0,2.9,3547.5,20.8,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,BUSINESS,93.0
737,47.0,3.6,,30.0,,,ARGENTINA,,ENGINEERING,105.0
4475,32.0,3.5,4532.4,12.6,FEMENINO,DATA,ARGENTINA,UNIVERSITARY,COMMERCIAL,94.0
146,,4.1,4731.3,21.5,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,COMMERCIAL,88.0
1342,,3.2,4269.0,19.6,FEMENINO,DATA,BRAZIL,TERTIARY,MARKETING,104.0
5136,39.0,3.9,4584.5,24.9,MASCULINO,,ARGENTINA,UNIVERSITARY,COMMERCIAL,90.0
4476,32.0,4.0,4632.8,,MASCULINO,PROGRAMACION,ARGENTINA,,COMMERCIAL,85.0
2504,,3.3,,,,,ARGENTINA,UNIVERSITARY,ENGINEERING,87.0
3975,33.0,3.7,4624.1,14.5,MASCULINO,,ARGENTINA,UNIVERSITARY,COMMERCIAL,84.0
745,33.0,3.3,,15.2,MASCULINO,EJECUTIVO,ARGENTINA,UNIVERSITARY,ENGINEERING,85.0
5576,33.0,3.7,4620.5,14.3,FEMENINO,PROGRAMACION,,,COMMERCIAL,98.0
940,37.0,3.1,4119.3,20.9,FEMENINO,DATA,ARGENTINA,UNIVERSITARY,COMMERCIAL,98.0
2091,34.0,3.3,4393.4,,,EJECUTIVO,ARGENTINA,UNIVERSITARY,ENGINEERING,97.0
2038,34.0,4.3,5147.8,16.5,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,85.0
2411,27.0,3.2,4354.9,5.1,MASCULINO,PROGRAMACION,,UNIVERSITARY,ENGINEERING,83.0
7482,31.0,3.2,4279.4,,FEMENINO,DATA,,UNIVERSITARY,ENGINEERING,95.0
8234,32.0,,4511.5,,MASCULINO,PROGRAMACION,ARGENTINA,POST_GRADUATE,COMMERCIAL,89.0
3813,31.0,3.4,,11.6,FEMENINO,,MEXICO,UNIVERSITARY,DEVELOPMENT,94.0
5516,29.0,2.8,3305.8,,MASCULINO,DATA,,UNIVERSITARY,ENGINEERING,84.0
2460,29.0,3.0,3912.2,8.8,MASCULINO,,ARGENTINA,TERTIARY,ENGINEERING,87.0
3309,36.0,,4505.1,19.8,MASCULINO,PROGRAMACION,ARGENTINA,POST_GRADUATE,DEVELOPMENT,87.0
4395,40.0,2.9,3536.4,25.5,FEMENINO,PROGRAMACION,ARGENTINA,,ENGINEERING,101.0
8656,37.0,3.8,4655.6,21.4,MASCULINO,MARKETING,ARGENTINA,UNIVERSITARY,,88.0
6645,27.0,3.5,,4.9,MASCULINO,PROGRAMACION,,UNIVERSITARY,DEVELOPMENT,86.0
7640,39.0,3.7,4611.9,24.3,MASCULINO,PROGRAMACION,ARGENTINA,,ENGINEERING,89.0
7452,39.0,4.2,4994.4,23.9,MASCULINO,PROGRAMACION,MEXICO,,COMMERCIAL,92.0
4356,,3.8,4564.6,13.8,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,ENGINEERING,86.0
5018,37.0,3.4,4569.5,21.4,,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,89.0
2464,31.0,3.0,3863.9,11.4,,,BRAZIL,UNIVERSITARY,MARKETING,91.0
6921,32.0,3.0,,14.3,MASCULINO,MARKETING,MEXICO,TERTIARY,ENGINEERING,86.0
6153,34.0,3.2,4302.8,14.5,FEMENINO,,,TERTIARY,ENGINEERING,100.0
5194,30.0,2.9,3661.5,,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,ENGINEERING,84.0
1429,28.0,3.0,3853.4,7.3,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,,85.0
3747,37.0,4.1,4879.9,20.8,,DATA,MEXICO,UNIVERSITARY,ENGINEERING,87.0
4845,28.0,3.5,4630.1,,,DATA,MEXICO,POST_GRADUATE,ENGINEERING,84.0
8181,,,4881.3,19.3,FEMENINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,COMMERCIAL,99.0
2254,,4.1,4737.9,11.7,MASCULINO,,ARGENTINA,UNIVERSITARY,,84.0
7157,38.0,2.8,3276.0,,,DATA,ARGENTINA,TERTIARY,,91.0
8498,,2.9,3509.7,16.5,FEMENINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,DEVELOPMENT,97.0
4223,30.0,,4898.7,,MASCULINO,PROGRAMACION,,UNIVERSITARY,DEVELOPMENT,86.0
8039,36.0,,4376.9,18.9,MASCULINO,DATA,ARGENTINA,TERTIARY,ENGINEERING,92.0
5080,42.0,3.2,4320.2,28.3,MASCULINO,DATA,ARGENTINA,POST_GRADUATE,DEVELOPMENT,93.0
4708,30.0,4.1,4727.4,,FEMENINO,DATA,ARGENTINA,UNIVERSITARY,,95.0
5011,37.0,,4737.3,21.5,MASCULINO,DATA,MEXICO,UNIVERSITARY,DEVELOPMENT,90.0
6868,33.0,3.3,4409.6,14.6,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,85.0
293,32.0,3.0,3825.7,13.3,MASCULINO,PROGRAMACION,ARGENTINA,TERTIARY,,88.0
1316,,2.8,3159.1,15.0,MASCULINO,,ARGENTINA,TERTIARY,ENGINEERING,89.0
